index,name,lyric
,hicran-yarasi,"['Bende hicrân yarasından da derin bir yara var', 'Ona bîçâre gönül boş yere bir çâre arar', 'Kurtuluş yok, aradan geçse de aylar yıllar', 'Ona bîçâre gönül boş yere bir çâre arar', '']"
,hicran-yine-hicran-mi-bu-askin-sonu-boyle,"['Hicran yine hicran mı bu aşkın sonu böyle', 'Dalgın ki o gözler seni söyler bana öyle', 'Avare gezen gönlüme sevmek bu mu söyle', 'Dalgın ki o gözler seni söyler bana öyle', '']"
,hicbir-seyde-gozum-yok,"['Hiç bir şeyde gözüm yok', 'Sen yanımda ol yeter', 'Kapkaranlık odama', 'Mehtap gibi doğ yeter', 'x 2', "" Yağmur vururken cam'a dalarken gece gama"", 'Özleyen kollarıma usulca sokul yeter', 'x 2', ' Sızlayan her yerimin', '']"
,huysuz-ve-tatli-kadin,"['Şarkılar seni söyler', 'Dillerde nağme adın', ' Aşk gibi, sevda gibi', 'Huysuz ve tatlı kadın', ' En güzel günlerini', 'Demek bensiz yaşadın', ' Aşk gibi, sevda gibi', 'Huysuz ve tatlı kadın']"
,huseyni-pesrev,"['Yalan değil pek kolay olmayacak unutmak', 'Öyle zor öyle zor ki seni icimden atmak', 'İstemem günahkar ellerini ellerime', 'Alip da ne öpmek ne oksamak', 'Öyle zor öyle zor ki seni icimden atmak ...', '']"
,husranla-gonul-hep-inler,"['Hüsranla gönül hep inler   ', 'Gece gündüz ah eder   ', ' Bir serab oldu şimdi hayalin   ', 'Canım sen, neşem sen, bir lahza görsem   ', ' Neden solar çiçekler, onlar da hasret mi çeker   ', 'Bilinmez ne söyler, sevdiğini mi özler gözler   ', ' Bir serab oldu şimdi hayalin   ', 'Canım sen, neşem sen, bir lahza görsem']"
,huzzam-kanun-taksimi,"['Şarkı enstrümantal olduğu için şarkı sözü bulunmamaktadır.', '']"
,icimde-kim-vardir,"['İçimde kim vardır bir bilebilsen', 'Sen seni bulursun kalbime girsen', 'Ben gibi bir yansan, bir sevebilsen', 'Kendini bulursun kalbime girsen', '']"
,icimdeki-buyuk-aski,"['İçimdeki büyük aşkı hangi kitap,', 'Hangi şiir, hangi şarkı anlatacak', 'Anlatsam da bu derdimi hangi dostum,', 'Hangi dostluk, sevgilim mi anlayacak', ' Gelmedin bir kere', 'Öldürdün bin kere', 'Bıraktın ellere', 'Yalnızım her gece', ' Birbirini kovalayan aylar gibi', 'Yıllar gibi hep ayrıyız', 'Birleşiyor görünsek de raylar gibi', 'Yollar gibi hep ayrıyız', ' Gelmedin birkere,', 'Öldürdün bin kere', 'Bıraktın ellere', 'Hadi gel bu gece', ' ']"
,icimdeki-ozlemi,"['İçimdeki özlemi', 'Uyutamıyorum yâr', 'Gözlerimdeki nemi', 'Kurutamıyorum yâr', ' O siyah gözlerini', 'O şirin sözlerini', 'Sıcak bûselerini', 'Unutamıyorum yâr', ' Sende olan gönlümü', 'Sensiz geçen ömrümü', 'Hicrânlı her günümü', 'Avutamıyorum yâr', ' O siyah gözlerini', 'O şirin sözlerini', 'Sıcak bûselerini', 'Unutamıyorum yâr']"
,iki-gozum-iki-cesme,"['Ben gurbetin kucağında', 'Düşe kalka yoruldum', 'Bir zalimin ocağında', 'Can evimden vuruldum', ' Esme rüzgar deli deli', 'Aklım başımda değil', 'Bu gidişle benim sonum', 'Galiba belli değil', ' İki gözüm iki çeşme', 'Yanaklarım ıslanır', '']"
,imkansiz,"['Yıldızlara baktırdım fallarda cıkmıyorsun', 'Senı görmem imkansız rüyalarım olmasa', 'Pencereden bakmıyor yollara cıkmıyorsun', 'Seni görmem imkansız rüyalarım olmasa', ' Yalvarırım mektup yaz beş dakikanı ayırda', 'Su serp yanan bağrıma sağlığını duyurda', 'Yaban gülü gibisin dağda kırda bayırda', 'Seni dermem imkansız rüyalarım olmasa', ' Seviyor özlüyorum can pahasına olsada', 'Bir fırsat ver ne olursun beni bir daha sına', 'Bu aşkı söyleyemem senden bir baskasına', 'Seni sormam imkansız rüyalarım olmasa']"
,inanmam-artik-sana,"['İnanmam artık sana bütün sözlerin yalan', 'Unuttu gönlüm seni başkasıyla oyalan', 'Her şey geçti bitti söndü hicran kalbimde kalan', 'Unuttu gönlüm seni başkasıyla oyalan', '']"
,indim-havuz-basina,"['İndim havuz başına', 'Bir kız çıktı karşıma', 'Sevda nedir bilmeydim', 'O da geldi başıma', ' Gelemem ben, gidemem ben', 'Her güzele gönül veremem ben', 'Aç kolların sar boynuma', 'Üşüdüm üşüdüm saramam ben', ' Havuz başında burma', 'Çapkın karşımda durma', 'Kirpiklerin ok olmuş', 'Yeter kalbime vurma', ' Gelemem ben, gidemem ben', 'Her güzele gönül veremem ben', 'Aç kolların sar boynuma', 'Üşüdüm üşüdüm saramam ben']"
,inleyen-nagmeler-ruhumu-sardi,"['İnleyen nağmeler ruhumu sardı', 'Bir rüya ki orda hep şarkılar vardı', 'Uçan kuşlar, martılar', 'Yeşil tatlı bir bahar', 'Gülen şen sevdalılar vardı', '  Arzular orada, zevk oradaydı', 'Bir denizki aşk dolu, dalgalar vardı', 'Uçan kuşlar, martılar', 'Yeşil tatlı bir bahar', 'Gülen şen sevdalılar vardı']"
,insanligi-aradim-insan-golgelerinde,"['Şu yalancı dünyadan bir zerrecik sefa yok', 'Ne aşkta arkadaşda hiç bir şeyde vefa yok', 'Yıllar yılı dolaştım gönül kederimle', 'İnsanlığı aradım insan gölgelerinde', ' Varlığımı tükettin yokluklarım peşimde', 'Ümitlerim kül oldu intizar ateşinde', 'Yıllar yılı dolaştım gönül kederrinde', 'İnsanlığı aradım insan gölgelerinde...', '']"
,intizar,"['Sakın bir söz söyleme', 'Yüzüme bakma sakın', 'Sesini duyan olur', 'Sana göz koyan olur', ' Düşmanımdır seni kim', 'Bulursa cana yakın', 'Annen bile okşasa', 'Benim bağrım kan olur', ' Dilerim tanrıdan ki', 'Sana açık kucaklar', 'Bir daha kapanmadan', 'Kara toprakla dolsun', ' ']"
,iskeleler,"['İskeleler artı gemilerin pervanesinde', 'Her limandan bir hatıra kalır', 'Bulutlarla el ele', 'Odun kulübeydi hayalimiz', ' Saçlarımız defne, aşkımız çam kokacaktı', 'Sen çorbamı pişirirken, ben odun kıracaktım', '""Çamurlu ayaklarınla girme, çamurlu ayaklarınla girmesene"" Diye bağıracaktın kulübeye..', 'Ne bileyim kalbime bir gün balçık balçık çökeceğini', ' Koca yemiş, karamuk avuçlarımda', '']"
,isyanim-var,"['Hep ağladım biraz gülmek istedim', 'Ne yaptıysam duyulmadı hiç sesim', 'Hergün feryad ettim ölmek istedim', 'Çağırsamda gelmediki ecelim', ' Hergün isyanım var benim kadere', 'Ne öldürdü ne güldürdü bir kere', 'Cehennem dertleri var cennetimde', 'Ben yaşarken ruhum ölmüş içimde', ' Dertler çaldı hergün benim kapımı', 'Kapanmadan deşti yine yaramı', 'Bıktım çekmekten dünyanın kahrını', ""Allah'ım baştan yaz benim yazımı""]"
,iste-benim-zeki-muren,"['sevgi dolu bir dünyam var dört yanımda tüm insanlar (x2)', 'dünya malı neye yarar dostluklarla yaşıyorum (x2)', 'şiirlerde romanlarda (x2)', 'gelmiş geçmiş zamanlarda (x2)', 'tamburlarda kemanlarda şarkılarla yaşıyorum (x2)', 'sevgilerden nakışlarla mutlu mutsuz bakışlarla (x2)', 'kalpten kalbe akışlarla alkışlarla yaşıyorum (x2)', ' ben de sevdim bir zamanlar içimde bin hatıra var (x2)', 'herkes hayatını yaşar anılarla yaşıyorum (x2)', 'ne köşklerde ne sarayda (x2)', 'ne dünyada ne de ayda (x2)', '']"
,kacsam-birakip-senden-uzak-yollara-gitsem,"['Kaçsam bırakıp senden uzak yollara gitsem (2)', 'Kalbim yanıyor ismini her kimden işitsem (2)', ' Derdinle ufuklarda sönen gün gibi bitsem (2)', 'Kalbim yanıyor ismini her kimden işitsem (2)', ' Gönlüm o kadar aşkınla yanmış ki ezelden (2)', 'Bilhassa unutmak seni bak gelmiyor elden (2)', ' Nolurdu ölüm zehrini iç sevdiğinin elinden (2)', 'Kalbim yanıyor ismini her kimden işitsem (2)']"
,kader-kime-sikayet-edeyim-seni,"['Kader kime şikayet edeyim seni bilemem', 'Alnıma yazılmış yazısın derinsin silemem', 'Doğarken yakışmış benimsin tenimsin silemem', 'Alnıma yazılmış yazısın derinsin silemem', '']"
,kaderi-ben-mi-yarattim,"['Bana avare diyorlar', ""Herşey Hak'tan bilmiyorlar"", 'Yaşantıma gülüyorlar', 'Kaderi ben mi yarattım', ' Bende usandım kendi halimden', 'Sebebi bilmem kimin elinden', 'Korkum kalmadı artık ölümden', 'Bu canı ben mi yarattım', 'Eceli ben mi yarattım', ' Korkum kalmadı benim ölümden', 'Eceli ben mi yarattım', 'Bu canı ben mi yarattım', ' Gelen vurdu geçen vurdu', 'Gözlerim yaşlarla doldu', 'Benim dünyam böyle durdu', 'Kaderi ben mi yarattım', 'Bu canı ben mi yarattım']"
,kaderimden-davaciyim,"['Ben Böyle Yaşamaktan DavacıyımBen hep böyle yaşamaktan', 'Dertlere çare aramaktan', 'Hiç gülmeyip hep ağlamaktan', 'Mutsuzluktan davacıyım!   ', 'Karşılıksız sevgilerden', 'Yalan yere yeminlerden', 'Kahır dolu gecelerden', 'Sabahlardan davacıyım!   ', 'Hep arkadan konuşandan', 'Ayırmaya çalışandan', 'Sevenlere karışandan', 'Kötülerden davacıyım   ', 'Göz yaşıyla boğulmaktan', 'Bin bir dertle uğraşmaktan', 'Boşa hayaller kurmaktan', 'Yalnızlıktan davacıyım!']"
,kadifeden-kesesi,"['Kadifeden kesesi', 'Kahveden gelir sesi', 'Oturmuş kumar oynar', 'Ciğerimin ah ciğerimin köşesi', "" Aman yolla Beyoğlu'na yolla"", 'Aman yola sevgilimi yolla', 'Yolla da yar yolla', ' Kadife yastığım yok', 'Ah odana bastığım yok', 'Kitaba el basarım', 'Senden başka dostum yok', "" Aman yolla Beyoğlu'na yolla"", 'Aman yola sevgilimi yolla', 'Yolla da yar yolla']"
,kahir-mektubu,"['ne zaman iki satır yazmaya kalksam', 'hep sana hep seni hep bizi yazıyorum', 'ne zaman bir kadeh alsam elime', 'hep sana hep seni hep bizi içiyorum', ' her gece kederdeyim', 'durmadan içiyorum', 'sevda ektim kalbime', 'yalnızlık biçiyorum', ' -kemanlar ve zeki abi-', ' her gece kederdeyim', 'durmadan içiyorum', 'sevda ektim kalbime', 'yalnızlık biçiyorum ', ' ne zaman iki satır yazmaya kalksam', 'hep sana hep seni hep bizi yazıyorum', 'ne zaman bir kadeh alsam elime', 'hep sana hep seni hep bizi içiyorum', ' her gece kederdeyim', 'durmadan içiyorum', 'sevda ektim kalbime', 'yalnızlık biçiyorum ', ' elveda elveda elveda deyip bir gün', 'viran edip gönlümü', 'ayrılıp gidişinin ', 'bu gece yıldönümü', ' bugün de sensiz içtim', 'bu akşam sensiz hiçtim', 'bu gece her damlayı ', 'iki kadehe biçtim', ' ayrılık öyle zor ki', 'kimsesiz kalan bilir', 'gözyaşı ne demektir', 'her gün ağlayan bilir', ' her gece kederdeyim', 'durmadan içiyorum', 'sevda ektim kalbime', 'yalnızlık biçiyorum ', ' yokluğunla başbaşa', 'kendimden kendimden kendimden geçiyorum', 'şerefe deyip şimdi', 'bin kahır bin kahır bin kahır içiyorum', ' birazdan gözlerimden', 'geçersin ılık ılık', 'nice yıllar sevgilim', 'mutlu olsun mutlu olsun mutlu olsun ayrılık', ' sevincim kederim sen', 'gözlerim ellerim sen ', 'benim ne suçum var ki', 'sen benim kaderimsen ', ' karıştırmış kaderim ', 'şu gönlümün harcını', 'yaş döküp ödüyorum', 'ben bahtımın borcunu ', ' dertliyim efkarlıyım', 'gönlüm yine tasada', 'unutmak istiyorum', 'kendimi bu masada', ' her şey yalnız senin için üzme kendini ', 'belki bugün belki yarın anlayacaksın', 'çok sevdiğimi, ağlayacaksın', ' ayrılık mı çıktı falda ', 'sen bir yanda ben bir yanda ', '']"
,kalbimde-tek-hatiranin-rengi,"['Kalbimdeki tek hâtıranın rengi solarken', 'Bir tatlı sitem sahte gülüş aşkımı sardı', 'Rûhum yeniden gizli bir hüsranla dolarken', 'Gönlüm tükenip bitmiyecek zevki arardı', '']"
,kalbime-borclusun,"['Tadına varmadan mutlulukların', 'Bu aşkı bir anda bitiremezsin', 'Alıp da başını gitmeye kalksan', 'Derdim ağır gelir, götüremezsin', ' Kalbime borçlusun ümit bağlattın', 'Gözüme borçlusun her gün ağlattın', 'Ömrüme borçlusun onu aldattın', 'Gençliğimi geri getiremezsin', ' Gün gelir de bir gün yalnız kalırsan', 'Beni hatırlayıp pişman olursan', 'Kendi kaderine düşman olursan', 'Yaktığın ateşi söndüremezsin', ' Kalbime borçlusun ümit bağlattın', 'Gözüme borçlusun her gün ağlattın', 'Ömrüme borçlusun onu aldattın', 'Gençliğimi geri getiremezsin']"
,kalbimin-sahibi-sensin,"['Kalbimin sahibi sensin,orda yalnız sen varsın', 'Benim için sen herşeysin,neş e sin hayatsın', ' Ömrüm geçip de saçlarıma beyazlar dolsa bile', 'Benim için sen herşeysin,neş e sin hayatsın', '']"
,kalenin-burcu-muyam,"['Kalenin burcu muyam ben bilmem ayrıyam', 'Dil bilmez gürcü müyem elleri kınalı', 'Felek evin yıkıla ben bilmem ayrıyam', 'Ben çirkin harcı mıyam elleri kınalı', ' Vay sürmeli sürmeli ben bilmem ayrıyam', 'Severken sevdirmeli elleri kınalı', ' Kaleden indim iniş ben bilmem ayrıyam', 'mendilim dolu yemiş elleri kınalı', 'Yare saldım yememiş ben bilmem ayrıyam', 'Kendisi gelsin demiş elleri kınalı']"
,kalplerden-dudaklara,"['Kalplerden dudaklara yükselen sesi dinle', 'Bu içten duyuşlarla baş başayız seninle', 'Çİfte kumrular gibi....', 'Gölgeli derelerde çağlayan sular gibi', ' Bir ilahi nağmedir gönülden coşar gelir', 'Ruha kadar yükselir', 'Sevgiden ve güzellikten örülmüş hale gelir', 'Dillerde nale olur, gözlerde jale olur', ' Birleşen dudaklarda,gül olur , lale olur', 'İşte bu hoş terane aşkın sesidir gülüm', 'O her şeyde bahane,aşksız hayat bir ölüm.']"
,kamer-cehre-peri-ru-tende-canim,"['Kamer cehre peri-ru tende canım', 'Nigarim, dilberim, ruh-i revanım', 'Enisim, sinberim, yar-i vefadar', 'Nigarim, dilberim, ruh-i revanım', '']"
,kanimda-kivilcim,"['Kanımda kıvılcım', 'Canımda ateş', 'Dünyama sen ışık verir gibisin', ' O asil varliğin meleklere es', 'Cennetten suzulup gelir gibisin', ' Tükenmez kaynaktır aşkın canımda', 'Huzurum sonsuzdur varsan yanımda.', 'Nesemde sevinçte heyacanımda', 'İçimde çağlayan nehir gibisin..', '']"
,kanlica,"[""Bir geceye bin ömür verilir Kanlıca'da"", ""İstanbul'un sırrına erilir Kanlıca'da"", ' Mehtap oynar su ile', 'Işıklar gelir dile', 'Geçmiş sevdalar bile', ""Dirilir Kanlıca'da"", "" İstanbul'un sırrına erilir Kanlıca'da"", '']"
,kanun-taksimi,"['Şarkı enstrümantal olduğu için şarkı sözü bulunmamaktadır.', '']"
,kapandi-birer-birer,"['Kapandı birer birer baktığım pencereler', 'Geçti aylar , seneler , gülmedi bana kader', 'Bir garip aşka daldım , nasıl çaresiz kaldım', 'Geçti aylar , seneler , gülmedi bana kader', '']"
,kapanmis-gonul-kapim,"['Kapanmış gönül kapım çoktan maceralara', 'Açma allah aşkına orada yara', 'Yakma sakın yıkma sakın', 'Girersen kalbime çıkma sakın', ' Bazı gün bilmem niye üzgünsün sitemlisin', 'Bazı neşeli sakrak bazı gözü nemlisin', 'Yakma sakın yıkma sakın', 'Girersen kalbime çıkma sakın', '']"
,kapat-gozlerini,"['Kapat gözlerini kimse görmesin', 'Yalnız benim için bak yeşil yeşil', 'Gözlerin kimseye ümit vermesin', 'Yalnız benim için bak yeşil yeşil', ' Seni öyle sevdim ölürcesine', ""tanrı'nın yazdığı şiircesine"", 'İçimden geçeni bilircesine', 'Yalnız benim için bak yeşil yeşil', '']"
,kapat-su-pencereni,"['Kapat su pencereni aşkımız gizli kalsın', 'Bizi kimse gormesin saatler sessiz çalsın', 'Sızmasin dışarıya sesin rengin bakışın', 'Bizi kimse görmesin saatler sessiz calsın', '']"
,kapilir-her-goren-ol-suh-icihan-asuba,"['Kapılır her gören ol şuh-i cihan aşubu', 'Yar ey hey canım', ' Bi kararım sabredemem aşıkım ol mah yüzüne', 'Ahu gözüne şirin sözüne', 'Yar ey hey canım.', ' Bi kararım sabredemem aşıkam ol mah yüzüne', 'Ahu gözüne şirin sözüne', 'Yar ey hey canım.', ' Çak kıl perde-i namusunu fazıl gibi ol hey canım', ' Bi kararım sabredemem aşıkam ol mah yüzüne', 'Ahu gözüne şirin sözüne', 'Yar ey hey canım.', ' Bi kararım sabredemem aşıkam ol mah yüzüne', 'Ahu gözüne şirin sözüne', 'Yar ey hey canım.']"
,kara-rihtim,"['Saçların günah koksa', 'Kirpiklerin ihanetten dökülse', 'Tırnaklarından yabancı ellerin soğukluğu süzülse', 'Rıhtımda bekleyenin benim', 'Yaşarken bahçen', 'Göçünde mezarın kalbimdir derdin', 'İçine gömmek için mi kıydın bana', 'Hiç gelmesen de bekleyeceğim', 'Güvertelerde uçuşan nice el var', 'Bana da bir siyah mendil sallayan olur', 'Bir gün yanlışlıkla', 'Seni saadet kuşlarının kanadı getirmişti', 'Leylek gagalarında yaban ülkelere göçesin diye mi', 'Ruhumun iklimine uysan ne olur', 'Ben değiştirirdim dünyamı ya da isteseydin', 'Dileseydin kutuplarda taze hurma toplardım ellerimle', '']"
,karanlik-ufuktan-gunes-dogmadi,"['Karanlık ufuktan güneş doğmadı,', 'Gözüm yaşla doldu, sabah olmadı', 'Yanık bağrımda sensiz açan laleler', 'Gözüm yaşıyla bir bir sulandı, solmadı', '']"
,karanliklar-gunesi,"['Karanlıkllar güneşi', 'Gelsin bekliyorum', 'Gel gönlüm ateşi', 'Ben seni istiyorum', ' Tüm yapraklar sarardı', 'Gündüzlerim karardı', 'Gözlerim yolda kaldı', 'Ben seni bekliyorum', ' Hayat çok yordu benim', 'Unutma sözlerini', 'Sen kapat gözlerini', 'Ben seni istiyorum', ' Tüm yapraklar sarardı', 'Gündüzlerim karardı', 'Gözlerim yolda kaldı', 'Ben seni bekliyorum', ' Çekildi tüm perdeler', 'Beni bilir geceler', '']"
,karlar-duser,"['İnşallah ol sende böyle', 'Aşık olda bak birine', 'Ben oldumda ne oldu sanki', 'Senin gibi birisine', ' Karlar düşer', 'Düşer düşer aglarım', 'Hep ismini', 'Hep ismini anarım', ' Zaten sende insaf yoktu', 'Olsaydı terkeymezdin beni', 'Terkettinde ne oldu sanki', 'Bak buldum başka birisini']"
,katip-arzuhalim,"['Allı turnam bizim ele varırsan', 'Şeker söyle kaymak söyle bal söyle', ' Gülüm gülüm kırıldı kolum', 'Tutmuyor elim turnalar ey', 'Ah gülüm gülüm yar gülüm', 'Kız gülüm gülüm turnalar ey', ' Eğer bizi sual eden olursa', 'Boynu bükük benzi soluk yar söyle', ' Allı turnam ne gezersin havada', 'Arabam kırıldı kaldım burada', ' Ne onmamış kulu muşum dünyanın', 'Akşam olsun allı turnam dön geri']"
,kazanci-yokusu,"['Paris sokaklarında sabaha karşı', 'Çöp tenekelerinden aşk dökülür', 'Aşıklar balık kılçıklarında', 'Ölür...', 'Şanzelize yağmurda buğulu ayna', 'Çiçekli jartiyerlerin gölgesi iz iz', 'Kişiler geçer kişiliksiz', 'Madrid balkonlarında zehirli asma gülleri', 'Kertenkele gözlü kızlar', 'Kök temiz filiz kirli', 'Roma, nerondan arta kalan yaralar', 'Aşk çeşmesinde kalp paralar', 'Kazancı yokuşunda bir yatır var', '']"
,keder-dolu-her-gunum,"['Keder dolu hergünüm', 'Bitti tükendi ömrüm', 'Tek dost kalan tütünüm', 'Böyle geçiyor ömrüm', ' Hasretle yanıyorum', 'Kendimi bilmiyorum', 'Her akşam içiyorum', 'Böyle geçiyor ömrüm', ' Aşkın beni tüketti', 'Dertlerinle yok etti', 'Gençliğimi mahvetti', 'Böyle geçiyor ömrüm', ' Hasretle yanıyorum', 'Kendimi bilmiyorum', 'Her akşam içiyorum', 'Böyle geçiyor ömrüm']"
,keklik-gibi,"['Keklik gibi kanadımı süzmedim', 'Murad alıp doya doya gezmedim', 'Bu kara yazıyı kendim yazmadım', ' Alnıma yazılmış bu kara yazı', 'Kader böyle imiş ağlarım bazı', 'Gönül ey sebeb ey', ' Şu gonca gülleri ben deremedim', 'Çifte bülbülleri konduramadım', 'Kadir kıymetimi bildiremedim', ' ']"
,keman-taksimi,"['Şarkı enstrümantal olduğu için şarkı sözü bulunmamaktadır.', '']"
,kendimi-ariyorum,"['Her nefeste yudum yudum', 'Hep maziye dalıyorum', 'Kayboldum ah kayboldum', 'Ben kendimi arıyorum', ' Yanlızım dağlar kadar', 'İçimde bin yara var', 'Cevap verin aynalar', 'Kendimi arıyorum', ' İnsanlardan sevgi umdum', 'Türlü türlü dertle doldum', 'Hep rüyamda mesut oldum', 'Ben kendimi arıyorum', ' Yanlızım dağlar kadar', 'İçimde bin yara var', 'Cevap verin aynalar', 'Kendimi arıyorum', ' hiç bitmedi acılarım', 'artık sustu şarkılarım', 'bir ses verin yıllarım', '']"
,kirmizi-gulun-ali-var,"['Kırmızı gülün alı var', 'Hergün ağlasam da yeri var', 'Bugün benim efkarım var', 'Ah bu gönlüm arzu eder seni yar', '  Kırmızı gülün pürçeği', 'Yar önünde oynar köçeği', 'Neyleyim yarsız döşeği', 'Ah bu gönlüm arzu eder seni yar']"
,kiskanc-sevgilim,"['Sen yanımda olunca unuturum derdimi', 'Kimselere bırakmam kalbimdeki yerini', ' Kıskanç,', 'Kıskanç,', 'Kıskanç sevgilim', ' Bana böyle yan bakma, böyle yan bakma', 'Seven kalbimi yakma, kalbimi yakma', 'Günah değil mi? yazık değil mi?', 'Beni yalnız bırakma', ' Kıskanç,', 'Kıskanç,', '']"
,kiskanirim,"['Saçın yüzüne değse', 'Telini kıskanırım', 'Birine söz söylesen', 'Dilini kıskanırım', 'Kıskanırım seni ben', 'Kıskanırım kalbimden', 'Bu nasıl aşk allahım', 'Öleceğim derdimden', 'Sakın takma göğsüne', 'Gülünü kıskanırım', 'Seni saran kemerden', 'Belini kıskanırım', 'Deli ediyor beni', 'Gezinir her yerini', 'Okşadıkça her yerini', 'Elini kıskanırım']"
,kim-gorecek-kim-bilecek,"['Kaşın gözün şöyle dursun', 'Nazın beni öldürecek', 'Akşam vakti gel gizlice', 'Kim görecek kim bilecek', ' Eriyorken gözlerinde', 'Hayat bulsam sözlerinde', 'Yatıp kalsam dizlerinde', 'Kim görecek kim bilecek', ' Yıllarımı verdim sana', 'Eller gibi bakmasana', 'Hadi canım korkmasana', 'Kim görecek kim bilecek']"
,kimi-dertten-icermis,"['Kimi dertten içermiş, kimi neşeden', 'Kimi ayrılıktan, kimi işveden', 'Kimi yar elinden, kimi şişeden.', ' Kadehim kırılmış, şişem artık boş', 'Sormayın ben niye sarhoşum sarhoş.', '   Dostların meclisi donansın meyle', 'Sakiler mest olsun tanburla neyle', 'Ey gönül cefaya tehammül eyle']"
,kimseler-gelmez-senin-feryad-i,"['Kimseler gelmez senin feryadı ateş barına', 'Yandın ey biçare dil yandın melamet narına', 'Yes-i sevda rengi çökmüş gül gibi ruhsarına', 'Yandın ey biçare dil yandın melamet narına', '']"
,klarnet-taksimi,"['Şarkı enstrümantal olduğu için şarkı sözü bulunmamaktadır.', '']"
,koklasam-saclarinin-bu-gece,"['Koklasam saçlarını bu gece ta fecre kadar', 'Acı duysam gözünün rengine dalsam da senin', 'Kanatır ruhumu mazide kalan hatıralar', 'Doyamam ömrüme ben kalbini çalsam da', '']"
,kollarinda-oleyim,"['Ne olur kimseye bakma', 'Gizli sırlarımı sakla', 'Beni hasretle kucakla', 'Başka bir şey istemem', 'Son bir defa göreyim', 'Uğruna can vereyim', 'Kollarında öleyim', 'Başka bir şey istemem', 'Ümitsiz olsa bile', 'Beni sevdiğini söyle', 'Her şeyinle gir kalbime', 'Başka bir şey istemem']"
,korfezdeki-dalgin-suya-bir-bak,"['Körfezdeki dalgın suya bir bak, göreceksin', 'Geçmiş gecelerden biri durmakta derinde', 'Mehtap, iri güller ve senin en güzel aksin', 'Velhâsıl o rüya duruyor yerli yerinde', '']"
,koseyi-donupte-gelmedim-sana,"['Koseyi donupte gelmedim sana', 'Ellerim boş diye darılma bana', ' Beni bu hallere kader getirdi   ', 'Her nefes alışta ararım seni', 'Kanatır kalbimi sitem dikeni', 'Yetim çocuk gibi bıraktın beni', ' Bizi bu hallere kader getirdi   ', 'Ne sen istemiştin nede ben böyle', 'Senmisin şansız kul benmiyim söyle', 'Suç bendeymiş gibi hiç bakma öyle', ' Beni bu hallere kader getirdi   ', 'Gün olur tersine dönerse çarkım', 'Elini elime uzatma sakın', 'İster uzakta ol ister çok yakın', 'Bizi bu hallere kader getirdi']"
,kul-defteri,"['Tanrım kul defterinden beni silse de', 'Mahşerde ben seni bekleyeceğim', 'Ümidim tükenip de ömrüm bitse de', 'Ölsem bile seni özleyeceğim', ' Bendeki yalnızlık canıma yetti', 'Yarını yaşamak savaşı bitti', 'Bedensiz ihtiras sabrı tüketti', 'Sevgilim seni çok özleyeceğim', ' Ruhumu kahretse de özlem nöbeti', 'Umut dallarımı kırsa hasreti', 'Yokluğun içinde en son nefesi', 'Versem bile seni özleyeceğim', ' Bendeki yalnızlık canıma yetti', 'Yarını yaşamak savaşı bitti', 'Bedensiz ihtiras sabrı tüketti', 'Sevgilim seni çok özleyeceğim']"
,kutupta-yaz-gibi,"['Bir güneşe bir de sana bakamam', 'Bir ateşi bir elini tutamam', 'Bir nefessiz birde sensiz kalamam', 'Çöllerde su gibi özledim seni', 'Kutupta yaz gibi özledim seni', ' Susmuş dudakların hiç sesin gelmez', 'Uzakta durursun gurbetin bitmez', 'Karanlık sulara hayalin düşmez', ' Çöllerde su gibi özledim seni', 'Kutupta yaz gibi özledim seni', ' Bir rüzgarı birde seni göremem', 'İstesem de kaderimden silemem', 'Bir allahtan bir de senden vazgecemem', 'Çöllerde su gibi özledim seni', 'Kutupta yaz gibi özledim seni']"
,kucuksuda-gordum-seni,"[""Küçüksu'da gördüm seni"", 'Gözlerinden bildim seni', 'İnkar etmem sevdim seni', 'Ne kadar cefa edersen', 'Gönül ayrılmıyor senden', ' İnce beli sarmayınca', 'Gonca gülü dermeyince', 'Ya sen ya ben ölmeyince', 'Ne kadar cefa edersen', 'Gönül ayrılmıyor sende']"
,kurdili-hicazkar-saz-semaisi,"['Şarkı enstrümantal olduğu için şarkı sözü bulunmamaktadır.', '']"
,lara-neredesin,"['İhanet ettin bırakıp gittin', 'Maziyi değil beni terk ettin', ' Zaman avutur güneş unutur', 'Hasret kurutur sevgi bağını', 'Solarsa güller boş kalır eller', 'Açmazsa güller boş kalır eller', 'Vefasız kader örer ağını', 'İnsafsız kader örer ağını', ' Nerdesin nerde nerdesin nerde', 'Bendesin bende bendesin bende', 'Boş çıktı fallar ayrıldı yollar', '']"
,leyla-ile-mecnun,"['Leyla aaaaa leyla', 'Sende buldum aşkımı kaderimi', 'Terkedersen duyarsın bir sabah', 'Bir sabah ölüm haberini', 'Bırakma ellere atma çöllere', 'Düşürme dillere kalbimdeki yerini leyla', ' Bırakma ellere atma çöller', 'Düşürme dillere kalbimdeki yerini leyla', 'Mecnun leylasız yanıp tütermiş', 'Sevda çölünde çemen bitermiş', 'Ömürümü versem acep yetermi', ' Aaa bırakma ellere atma çöllere', 'Düşürme dillere kalbimdeki yerini', 'Bırakma ellere atma çöllere', 'Düşürme dillere kalbimdeki yerini', 'Leyla Leylaaaaaa aaaah Leylaaaaa']"
